"","PDG","PDT","bioproject"
"16312","PDG000000004.1046","PDT000148508.2","PRJNA218110"
"16313","PDG000000004.1046","PDT000148514.2","PRJNA218110"
"16314","PDG000000004.1046","PDT000148511.2","PRJNA218110"
"16315","PDG000000004.1046","PDT000148513.2","PRJNA218110"
"16316","PDG000000004.1046","PDT000148507.2","PRJNA218110"
"16317","PDG000000004.1046","PDT000148544.2","PRJNA218110"
"16318","PDG000000004.1046","PDT000148545.2","PRJNA218110"
"16319","PDG000000004.1046","PDT000148543.2","PRJNA218110"
"16320","PDG000000004.1046","PDT000148541.2","PRJNA218110"
"16321","PDG000000004.1046","PDT000148542.2","PRJNA218110"
"16322","PDG000000004.1046","PDT000148548.2","PRJNA218110"
"16323","PDG000000004.1046","PDT000148553.2","PRJNA218110"
"16324","PDG000000004.1046","PDT000148554.2","PRJNA218110"
"16325","PDG000000004.1046","PDT000148556.2","PRJNA218110"
"16326","PDG000000004.1046","PDT000148557.2","PRJNA218110"
"16327","PDG000000004.1046","PDT000148559.2","PRJNA218110"
"16328","PDG000000004.1046","PDT000148560.2","PRJNA218110"
"16329","PDG000000004.1046","PDT000148561.2","PRJNA218110"
"16330","PDG000000004.1046","PDT000148551.2","PRJNA218110"
"16331","PDG000000004.1046","PDT000148555.2","PRJNA218110"
"16332","PDG000000004.1046","PDT000148549.2","PRJNA218110"
"16333","PDG000000004.1046","PDT000148550.2","PRJNA218110"
"16334","PDG000000004.1046","PDT000148546.2","PRJNA218110"
"16335","PDG000000004.1046","PDT000148552.2","PRJNA218110"
"16336","PDG000000004.1046","PDT000148558.2","PRJNA218110"
"16337","PDG000000004.1046","PDT000148547.2","PRJNA218110"
"16338","PDG000000004.1046","PDT000148562.2","PRJNA218110"
"16339","PDG000000004.1046","PDT000148627.2","PRJNA284275"
"16340","PDG000000004.1046","PDT000148629.2","PRJNA284275"
"16341","PDG000000004.1046","PDT000148628.2","PRJNA284275"
"16342","PDG000000004.1046","PDT000148676.2","PRJNA268206"
"16343","PDG000000004.1046","PDT000148674.2","PRJNA268206"
"16344","PDG000000004.1046","PDT000148673.2","PRJNA268206"
"16345","PDG000000004.1046","PDT000148820.1","PRJNA341475"
"16346","PDG000000004.1046","PDT000148719.2","PRJNA218110"
"16347","PDG000000004.1046","PDT000148892.2","PRJNA218110"
"16348","PDG000000004.1046","PDT000148893.2","PRJNA218110"
"16349","PDG000000004.1046","PDT000148894.2","PRJNA218110"
"16350","PDG000000004.1046","PDT000148897.2","PRJNA218110"
"16351","PDG000000004.1046","PDT000148904.2","PRJNA218110"
"16352","PDG000000004.1046","PDT000148906.2","PRJNA218110"
"16353","PDG000000004.1046","PDT000148905.2","PRJNA218110"
"16354","PDG000000004.1046","PDT000148899.2","PRJNA218110"
"16355","PDG000000004.1046","PDT000148901.2","PRJNA218110"
"16356","PDG000000004.1046","PDT000148898.2","PRJNA218110"
"16357","PDG000000004.1046","PDT000148900.2","PRJNA218110"
"16358","PDG000000004.1046","PDT000148902.2","PRJNA218110"
"16359","PDG000000004.1046","PDT000148907.2","PRJNA218110"
"16360","PDG000000004.1046","PDT000148903.2","PRJNA218110"
"16361","PDG000000004.1046","PDT000148895.2","PRJNA218110"
"16362","PDG000000004.1046","PDT000148896.2","PRJNA218110"
"16363","PDG000000004.1046","PDT000148908.2","PRJNA218110"
"16364","PDG000000004.1046","PDT000148909.2","PRJNA218110"
"16365","PDG000000004.1046","PDT000149047.1","PRJNA298331"
"16366","PDG000000004.1046","PDT000149830.1","PRJNA298331"
"16367","PDG000000004.1046","PDT000149190.2","PRJNA218110"
"16368","PDG000000004.1046","PDT000149191.2","PRJNA218110"
"16369","PDG000000004.1046","PDT000149192.2","PRJNA218110"
"16370","PDG000000004.1046","PDT000149193.2","PRJNA218110"
"16371","PDG000000004.1046","PDT000149196.2","PRJNA218110"
"16372","PDG000000004.1046","PDT000149197.2","PRJNA218110"
"16373","PDG000000004.1046","PDT000149198.2","PRJNA218110"
"16374","PDG000000004.1046","PDT000149199.2","PRJNA218110"
"16375","PDG000000004.1046","PDT000149195.2","PRJNA218110"
"16376","PDG000000004.1046","PDT000149201.2","PRJNA218110"
"16377","PDG000000004.1046","PDT000149194.2","PRJNA218110"
"16378","PDG000000004.1046","PDT000149200.2","PRJNA218110"
"16379","PDG000000004.1046","PDT000149221.2","PRJNA218110"
"16380","PDG000000004.1046","PDT000149222.2","PRJNA218110"
"16381","PDG000000004.1046","PDT000149218.2","PRJNA218110"
"16382","PDG000000004.1046","PDT000149213.2","PRJNA218110"
"16383","PDG000000004.1046","PDT000149214.2","PRJNA218110"
"16384","PDG000000004.1046","PDT000149223.2","PRJNA218110"
"16385","PDG000000004.1046","PDT000149224.2","PRJNA218110"
"16386","PDG000000004.1046","PDT000149228.2","PRJNA218110"
"16387","PDG000000004.1046","PDT000149234.2","PRJNA218110"
"16388","PDG000000004.1046","PDT000149225.2","PRJNA218110"
"16389","PDG000000004.1046","PDT000149227.2","PRJNA218110"
"16390","PDG000000004.1046","PDT000149232.2","PRJNA218110"
"16391","PDG000000004.1046","PDT000149235.2","PRJNA218110"
"16392","PDG000000004.1046","PDT000149229.2","PRJNA218110"
"16393","PDG000000004.1046","PDT000149230.2","PRJNA218110"
"16394","PDG000000004.1046","PDT000149231.2","PRJNA218110"
"16395","PDG000000004.1046","PDT000149233.2","PRJNA218110"
"16396","PDG000000004.1046","PDT000149242.2","PRJNA218110"
"16397","PDG000000004.1046","PDT000149243.2","PRJNA218110"
"16398","PDG000000004.1046","PDT000149245.2","PRJNA218110"
"16399","PDG000000004.1046","PDT000149246.2","PRJNA218110"
"16400","PDG000000004.1046","PDT000149244.2","PRJNA218110"
"16401","PDG000000004.1046","PDT000149240.2","PRJNA218110"
"16402","PDG000000004.1046","PDT000149241.2","PRJNA218110"
"16403","PDG000000004.1046","PDT000149236.2","PRJNA218110"
"16404","PDG000000004.1046","PDT000149237.2","PRJNA218110"
"16405","PDG000000004.1046","PDT000149238.2","PRJNA218110"
"16406","PDG000000004.1046","PDT000149239.2","PRJNA218110"
"16407","PDG000000004.1046","PDT000149247.2","PRJNA218110"
"16408","PDG000000004.1046","PDT000149248.2","PRJNA218110"
"16409","PDG000000004.1046","PDT000149337.2","PRJNA230969"
"16410","PDG000000004.1046","PDT000149338.2","PRJNA230969"
"16411","PDG000000004.1046","PDT000149339.2","PRJNA230969"
"16412","PDG000000004.1046","PDT000149340.2","PRJNA230969"
"16413","PDG000000004.1046","PDT000149341.2","PRJNA230969"
"16414","PDG000000004.1046","PDT000149342.2","PRJNA230969"
"16415","PDG000000004.1046","PDT000149343.2","PRJNA230969"
"16416","PDG000000004.1046","PDT000149344.2","PRJNA230969"
"16417","PDG000000004.1046","PDT000149345.2","PRJNA230969"
"16418","PDG000000004.1046","PDT000149346.2","PRJNA230969"
"16419","PDG000000004.1046","PDT000149347.2","PRJNA230969"
"16420","PDG000000004.1046","PDT000149348.2","PRJNA230969"
"16421","PDG000000004.1046","PDT000149349.2","PRJNA230969"
"16422","PDG000000004.1046","PDT000149350.2","PRJNA230969"
"16423","PDG000000004.1046","PDT000149351.2","PRJNA230969"
"16424","PDG000000004.1046","PDT000149352.2","PRJNA230969"
"16425","PDG000000004.1046","PDT000149353.2","PRJNA230969"
"16426","PDG000000004.1046","PDT000149354.2","PRJNA230969"
"16427","PDG000000004.1046","PDT000149355.2","PRJNA230969"
"16428","PDG000000004.1046","PDT000149356.2","PRJNA230969"
"16429","PDG000000004.1046","PDT000149357.2","PRJNA230969"
"16430","PDG000000004.1046","PDT000149358.2","PRJNA230969"
"16431","PDG000000004.1046","PDT000149359.2","PRJNA230969"
"16432","PDG000000004.1046","PDT000149478.2","PRJNA298331"
"16433","PDG000000004.1046","PDT000149831.1","PRJNA328481"
"16434","PDG000000004.1046","PDT000149557.2","PRJNA278886"
"16435","PDG000000004.1046","PDT000149561.2","PRJNA278886"
"16436","PDG000000004.1046","PDT000149562.2","PRJNA278886"
"16437","PDG000000004.1046","PDT000149563.2","PRJNA278886"
"16438","PDG000000004.1046","PDT000149565.2","PRJNA278886"
"16439","PDG000000004.1046","PDT000149568.2","PRJNA278886"
"16440","PDG000000004.1046","PDT000149564.2","PRJNA278886"
"16441","PDG000000004.1046","PDT000149566.2","PRJNA278886"
"16442","PDG000000004.1046","PDT000149560.2","PRJNA278886"
"16443","PDG000000004.1046","PDT000149559.2","PRJNA278886"
"16444","PDG000000004.1046","PDT000149631.2","PRJNA218110"
"16445","PDG000000004.1046","PDT000149632.2","PRJNA218110"
"16446","PDG000000004.1046","PDT000149633.2","PRJNA218110"
"16447","PDG000000004.1046","PDT000149635.2","PRJNA218110"
"16448","PDG000000004.1046","PDT000149637.2","PRJNA218110"
"16449","PDG000000004.1046","PDT000149634.2","PRJNA218110"
"16450","PDG000000004.1046","PDT000149636.2","PRJNA218110"
"16451","PDG000000004.1046","PDT000149638.2","PRJNA218110"
"16452","PDG000000004.1046","PDT000149639.2","PRJNA218110"
"16453","PDG000000004.1046","PDT000149640.2","PRJNA218110"
"16454","PDG000000004.1046","PDT000149641.2","PRJNA218110"
"16455","PDG000000004.1046","PDT000149642.2","PRJNA218110"
"16456","PDG000000004.1046","PDT000149644.2","PRJNA218110"
"16457","PDG000000004.1046","PDT000149646.2","PRJNA218110"
"16458","PDG000000004.1046","PDT000149647.2","PRJNA218110"
"16459","PDG000000004.1046","PDT000149643.2","PRJNA218110"
"16460","PDG000000004.1046","PDT000149649.2","PRJNA218110"
"16461","PDG000000004.1046","PDT000149648.2","PRJNA218110"
"16462","PDG000000004.1046","PDT000149818.2","PRJNA218110"
"16463","PDG000000004.1046","PDT000149819.2","PRJNA218110"
"16464","PDG000000004.1046","PDT000149820.2","PRJNA218110"
"16465","PDG000000004.1046","PDT000149822.2","PRJNA218110"
"16466","PDG000000004.1046","PDT000149821.2","PRJNA218110"
"16467","PDG000000004.1046","PDT000149879.2","PRJNA218110"
"16468","PDG000000004.1046","PDT000149880.2","PRJNA218110"
"16469","PDG000000004.1046","PDT000149886.2","PRJNA218110"
"16470","PDG000000004.1046","PDT000149874.2","PRJNA218110"
"16471","PDG000000004.1046","PDT000149878.2","PRJNA218110"
"16472","PDG000000004.1046","PDT000149876.2","PRJNA218110"
"16473","PDG000000004.1046","PDT000149877.2","PRJNA218110"
"16474","PDG000000004.1046","PDT000149881.2","PRJNA218110"
"16475","PDG000000004.1046","PDT000149883.2","PRJNA218110"
"16476","PDG000000004.1046","PDT000149885.2","PRJNA218110"
"16477","PDG000000004.1046","PDT000149873.2","PRJNA218110"
"16478","PDG000000004.1046","PDT000149882.2","PRJNA218110"
"16479","PDG000000004.1046","PDT000149884.2","PRJNA218110"
"16480","PDG000000004.1046","PDT000149872.2","PRJNA218110"
"16481","PDG000000004.1046","PDT000150168.1","PRJNA285020"
"16482","PDG000000004.1046","PDT000150169.1","PRJNA285020"
"16483","PDG000000004.1046","PDT000150170.1","PRJNA285020"
"16484","PDG000000004.1046","PDT000150171.1","PRJNA285020"
"16485","PDG000000004.1046","PDT000150172.1","PRJNA285020"
"16486","PDG000000004.1046","PDT000150173.1","PRJNA285020"
"16487","PDG000000004.1046","PDT000150174.1","PRJNA285020"
"16488","PDG000000004.1046","PDT000150175.1","PRJNA285020"
"16489","PDG000000004.1046","PDT000150176.1","PRJNA285020"
"16490","PDG000000004.1046","PDT000150177.1","PRJNA285020"
"16491","PDG000000004.1046","PDT000150178.1","PRJNA285020"
"16492","PDG000000004.1046","PDT000150179.1","PRJNA285020"
"16493","PDG000000004.1046","PDT000150180.1","PRJNA285020"
"16494","PDG000000004.1046","PDT000150181.1","PRJNA285020"
"16495","PDG000000004.1046","PDT000150078.2","PRJNA218110"
"16496","PDG000000004.1046","PDT000150077.2","PRJNA218110"
"16497","PDG000000004.1046","PDT000150079.2","PRJNA218110"
"16498","PDG000000004.1046","PDT000150081.2","PRJNA218110"
"16499","PDG000000004.1046","PDT000150080.2","PRJNA218110"
"16500","PDG000000004.1046","PDT000150087.2","PRJNA218110"
"16501","PDG000000004.1046","PDT000150088.2","PRJNA218110"
"16502","PDG000000004.1046","PDT000150089.2","PRJNA218110"
"16503","PDG000000004.1046","PDT000150090.2","PRJNA218110"
"16504","PDG000000004.1046","PDT000150094.2","PRJNA218110"
"16505","PDG000000004.1046","PDT000150096.2","PRJNA218110"
"16506","PDG000000004.1046","PDT000150084.2","PRJNA218110"
"16507","PDG000000004.1046","PDT000150082.2","PRJNA218110"
"16508","PDG000000004.1046","PDT000150093.2","PRJNA218110"
"16509","PDG000000004.1046","PDT000150086.2","PRJNA218110"
"16510","PDG000000004.1046","PDT000150092.2","PRJNA218110"
"16511","PDG000000004.1046","PDT000150095.2","PRJNA218110"
"16512","PDG000000004.1046","PDT000150097.2","PRJNA218110"
"16513","PDG000000004.1046","PDT000150083.2","PRJNA218110"
"16514","PDG000000004.1046","PDT000150085.2","PRJNA218110"
"16515","PDG000000004.1046","PDT000150091.2","PRJNA218110"
"16516","PDG000000004.1046","PDT000150123.2","PRJNA218110"
"16517","PDG000000004.1046","PDT000150124.2","PRJNA218110"
"16518","PDG000000004.1046","PDT000150127.2","PRJNA218110"
"16519","PDG000000004.1046","PDT000150128.2","PRJNA218110"
"16520","PDG000000004.1046","PDT000150129.2","PRJNA218110"
"16521","PDG000000004.1046","PDT000150130.2","PRJNA218110"
"16522","PDG000000004.1046","PDT000150126.2","PRJNA218110"
"16523","PDG000000004.1046","PDT000150122.2","PRJNA218110"
"16524","PDG000000004.1046","PDT000150117.2","PRJNA268206"
"16525","PDG000000004.1046","PDT000150125.2","PRJNA218110"
"16526","PDG000000004.1046","PDT000150118.2","PRJNA268206"
"16527","PDG000000004.1046","PDT000150132.2","PRJNA218110"
"16528","PDG000000004.1046","PDT000150134.2","PRJNA218110"
"16529","PDG000000004.1046","PDT000150135.2","PRJNA218110"
"16530","PDG000000004.1046","PDT000150136.2","PRJNA218110"
"16531","PDG000000004.1046","PDT000150143.2","PRJNA218110"
"16532","PDG000000004.1046","PDT000150144.2","PRJNA218110"
"16533","PDG000000004.1046","PDT000150146.2","PRJNA218110"
"16534","PDG000000004.1046","PDT000150150.2","PRJNA218110"
"16535","PDG000000004.1046","PDT000150152.2","PRJNA218110"
"16536","PDG000000004.1046","PDT000150154.2","PRJNA218110"
"16537","PDG000000004.1046","PDT000150157.2","PRJNA218110"
"16538","PDG000000004.1046","PDT000150158.2","PRJNA218110"
"16539","PDG000000004.1046","PDT000150159.2","PRJNA218110"
"16540","PDG000000004.1046","PDT000150160.2","PRJNA218110"
"16541","PDG000000004.1046","PDT000150153.2","PRJNA218110"
"16542","PDG000000004.1046","PDT000150145.2","PRJNA218110"
"16543","PDG000000004.1046","PDT000150147.2","PRJNA218110"
"16544","PDG000000004.1046","PDT000150131.2","PRJNA218110"
"16545","PDG000000004.1046","PDT000150140.2","PRJNA218110"
"16546","PDG000000004.1046","PDT000150149.2","PRJNA218110"
"16547","PDG000000004.1046","PDT000150151.2","PRJNA218110"
"16548","PDG000000004.1046","PDT000150148.2","PRJNA218110"
"16549","PDG000000004.1046","PDT000150141.2","PRJNA218110"
"16550","PDG000000004.1046","PDT000150142.2","PRJNA218110"
"16551","PDG000000004.1046","PDT000150156.2","PRJNA218110"
"16552","PDG000000004.1046","PDT000150139.2","PRJNA218110"
"16553","PDG000000004.1046","PDT000150155.2","PRJNA218110"
"16554","PDG000000004.1046","PDT000150138.2","PRJNA218110"
"16555","PDG000000004.1046","PDT000150133.2","PRJNA218110"
"16556","PDG000000004.1046","PDT000150137.2","PRJNA218110"
"16557","PDG000000004.1046","PDT000150161.2","PRJNA218110"
"16558","PDG000000004.1046","PDT000150165.2","PRJNA218110"
"16559","PDG000000004.1046","PDT000150166.2","PRJNA218110"
"16560","PDG000000004.1046","PDT000150163.2","PRJNA218110"
"16561","PDG000000004.1046","PDT000150164.2","PRJNA218110"
"16562","PDG000000004.1046","PDT000150162.2","PRJNA218110"
"16563","PDG000000004.1046","PDT000150552.1","PRJNA341904"
"16564","PDG000000004.1046","PDT000150226.2","PRJNA230969"
"16565","PDG000000004.1046","PDT000150227.2","PRJNA230969"
"16566","PDG000000004.1046","PDT000150228.2","PRJNA230969"
"16567","PDG000000004.1046","PDT000150229.2","PRJNA230969"
"16568","PDG000000004.1046","PDT000150230.2","PRJNA230969"
"16569","PDG000000004.1046","PDT000150231.2","PRJNA230969"
"16570","PDG000000004.1046","PDT000150232.2","PRJNA230969"
"16571","PDG000000004.1046","PDT000150233.2","PRJNA230969"
"16572","PDG000000004.1046","PDT000150234.2","PRJNA230969"
"16573","PDG000000004.1046","PDT000150235.2","PRJNA230969"
"16574","PDG000000004.1046","PDT000150236.2","PRJNA230969"
"16575","PDG000000004.1046","PDT000150237.2","PRJNA230969"
"16576","PDG000000004.1046","PDT000150238.2","PRJNA230969"
"16577","PDG000000004.1046","PDT000150239.2","PRJNA230969"
"16578","PDG000000004.1046","PDT000150215.2","PRJNA230969"
"16579","PDG000000004.1046","PDT000150240.2","PRJNA230969"
"16580","PDG000000004.1046","PDT000150241.2","PRJNA230969"
"16581","PDG000000004.1046","PDT000150242.2","PRJNA230969"
"16582","PDG000000004.1046","PDT000150243.2","PRJNA230969"
"16583","PDG000000004.1046","PDT000150244.2","PRJNA230969"
"16584","PDG000000004.1046","PDT000150245.2","PRJNA230969"
"16585","PDG000000004.1046","PDT000150246.2","PRJNA230969"
"16586","PDG000000004.1046","PDT000150248.2","PRJNA230969"
"16587","PDG000000004.1046","PDT000150249.2","PRJNA230969"
"16588","PDG000000004.1046","PDT000150250.2","PRJNA230969"
"16589","PDG000000004.1046","PDT000150251.2","PRJNA230969"
"16590","PDG000000004.1046","PDT000150252.2","PRJNA230969"
"16591","PDG000000004.1046","PDT000150253.2","PRJNA230969"
"16592","PDG000000004.1046","PDT000150254.2","PRJNA230969"
"16593","PDG000000004.1046","PDT000150255.2","PRJNA230969"
"16594","PDG000000004.1046","PDT000150256.2","PRJNA230969"
"16595","PDG000000004.1046","PDT000150257.2","PRJNA230969"
"16596","PDG000000004.1046","PDT000150258.2","PRJNA230969"
"16597","PDG000000004.1046","PDT000150259.2","PRJNA230969"
"16598","PDG000000004.1046","PDT000150260.2","PRJNA230969"
"16599","PDG000000004.1046","PDT000150261.2","PRJNA230969"
"16600","PDG000000004.1046","PDT000150262.2","PRJNA230969"
"16601","PDG000000004.1046","PDT000150263.2","PRJNA230969"
"16602","PDG000000004.1046","PDT000150264.2","PRJNA230969"
"16603","PDG000000004.1046","PDT000150265.2","PRJNA230969"
"16604","PDG000000004.1046","PDT000150266.2","PRJNA230969"
"16605","PDG000000004.1046","PDT000150267.2","PRJNA230969"
"16606","PDG000000004.1046","PDT000150268.2","PRJNA230969"
"16607","PDG000000004.1046","PDT000150269.2","PRJNA230969"
"16608","PDG000000004.1046","PDT000150270.2","PRJNA230969"
"16609","PDG000000004.1046","PDT000150271.2","PRJNA230969"
"16610","PDG000000004.1046","PDT000150272.2","PRJNA230969"
"16611","PDG000000004.1046","PDT000150273.2","PRJNA230969"
"16612","PDG000000004.1046","PDT000150274.2","PRJNA230969"
"16613","PDG000000004.1046","PDT000150276.2","PRJNA230969"
"16614","PDG000000004.1046","PDT000150277.2","PRJNA230969"
"16615","PDG000000004.1046","PDT000150278.2","PRJNA230969"
"16616","PDG000000004.1046","PDT000150279.2","PRJNA230969"
"16617","PDG000000004.1046","PDT000150275.2","PRJNA230969"
"16618","PDG000000004.1046","PDT000150299.2","PRJNA230969"
"16619","PDG000000004.1046","PDT000150300.2","PRJNA230969"
"16620","PDG000000004.1046","PDT000150301.2","PRJNA230969"
"16621","PDG000000004.1046","PDT000150302.2","PRJNA230969"
"16622","PDG000000004.1046","PDT000150303.2","PRJNA230969"
"16623","PDG000000004.1046","PDT000150304.2","PRJNA230969"
"16624","PDG000000004.1046","PDT000150305.2","PRJNA230969"
"16625","PDG000000004.1046","PDT000150306.2","PRJNA230969"
"16626","PDG000000004.1046","PDT000150307.2","PRJNA230969"
"16627","PDG000000004.1046","PDT000150308.2","PRJNA230969"
"16628","PDG000000004.1046","PDT000150309.2","PRJNA230969"
"16629","PDG000000004.1046","PDT000150310.2","PRJNA230969"
"16630","PDG000000004.1046","PDT000150311.2","PRJNA230969"
"16631","PDG000000004.1046","PDT000150312.2","PRJNA230969"
"16632","PDG000000004.1046","PDT000150313.2","PRJNA230969"
"16633","PDG000000004.1046","PDT000150298.2","PRJNA230969"
"16634","PDG000000004.1046","PDT000150593.2","PRJNA268206"
"16635","PDG000000004.1046","PDT000150847.1","PRJNA341825"
"16636","PDG000000004.1046","PDT000150848.1","PRJNA341825"
"16637","PDG000000004.1046","PDT000150849.1","PRJNA341825"
